CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment,Cluster,ClusterName
12471,2,27,17388.649999999998,5,5,5,15,Champions,0,VIP / Best
12472,32,7,6068.11,4,5,5,14,Champions,0,VIP / Best
12473,54,3,2585.73,3,3,5,11,Loyal Customers,2,Loyal Regulars
12474,17,18,6694.09,4,5,5,14,Champions,0,VIP / Best
12475,54,1,669.38,3,1,3,7,Potential Loyalists,1,Occasional Buyers
12476,16,11,5898.42,4,5,5,14,Champions,0,VIP / Best
12477,23,6,13219.74,4,5,5,14,Champions,0,VIP / Best
12478,4,1,545.99,5,1,3,9,New / Promising,3,Steady Mid-Tier
12479,11,1,473.2,5,1,2,8,New / Promising,3,Steady Mid-Tier
12480,28,4,2885.63,4,4,5,13,Champions,2,Loyal Regulars
12481,23,10,5003.82,4,5,5,14,Champions,0,VIP / Best
12483,17,8,1910.98,4,5,4,13,Champions,0,VIP / Best
12484,35,4,3939.32,3,4,5,12,Loyal Customers,2,Loyal Regulars
12488,10,3,1244.66,5,3,4,12,Loyal Customers,3,Steady Mid-Tier
12489,336,1,298.93,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12490,5,10,4859.93,5,5,5,15,Champions,0,VIP / Best
12491,39,1,424.40000000000003,3,1,2,6,Potential Loyalists,3,Steady Mid-Tier
12492,63,2,227.21,3,2,1,6,Potential Loyalists,1,Occasional Buyers
12493,166,2,379.74,2,2,2,6,Hibernating / Lost,1,Occasional Buyers
12494,16,7,1084.1000000000001,4,5,4,13,Champions,2,Loyal Regulars
12497,82,1,953.1,2,1,4,7,Others,1,Occasional Buyers
12498,21,3,349.70000000000005,4,3,2,9,Others,3,Steady Mid-Tier
12500,23,11,4059.82,4,5,5,14,Champions,0,VIP / Best
12501,337,1,2025.39,1,1,4,6,Others,1,Occasional Buyers
12502,96,5,2995.87,2,4,5,11,At Risk (high value),2,Loyal Regulars
12504,18,2,428.04999999999995,4,2,2,8,New / Promising,3,Steady Mid-Tier
12506,233,1,73.5,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12507,134,3,1052.81,2,3,4,9,Others,2,Loyal Regulars
12508,26,2,397.88,4,2,2,8,New / Promising,3,Steady Mid-Tier
12509,284,1,158.5,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12510,143,2,814.5699999999999,2,2,3,7,Others,1,Occasional Buyers
12512,66,2,132.18,3,2,1,6,Potential Loyalists,1,Occasional Buyers
12513,113,1,558.29,2,1,3,6,Hibernating / Lost,1,Occasional Buyers
12514,267,1,1017.68,1,1,4,6,Others,1,Occasional Buyers
12515,353,1,278.7,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12516,78,2,1186.06,2,2,4,8,Needs Attention,2,Loyal Regulars
12517,28,4,2301.6,4,4,5,13,Champions,2,Loyal Regulars
12518,1,5,1840.89,5,4,4,13,Champions,0,VIP / Best
12519,64,1,276.84,3,1,2,6,Potential Loyalists,1,Occasional Buyers
12520,79,5,2346.2599999999998,2,4,5,11,At Risk (high value),2,Loyal Regulars
12521,143,1,545.68,2,1,3,6,Hibernating / Lost,1,Occasional Buyers
12522,39,2,156.72,3,2,1,6,Potential Loyalists,3,Steady Mid-Tier
12523,19,11,1699.77,4,5,4,13,Champions,0,VIP / Best
12524,9,8,3945.72,5,5,5,15,Champions,0,VIP / Best
12526,1,3,1172.66,5,3,4,12,Loyal Customers,3,Steady Mid-Tier
12527,82,3,330.71000000000004,2,3,2,7,Others,1,Occasional Buyers
12528,9,6,1645.48,5,5,4,14,Champions,0,VIP / Best
12530,60,4,1500.28,3,4,4,11,Loyal Customers,2,Loyal Regulars
12531,15,1,125.22,4,1,1,6,New / Promising,3,Steady Mid-Tier
12532,30,1,313.83000000000004,4,1,2,7,New / Promising,3,Steady Mid-Tier
12534,131,1,981.18,2,1,4,7,Others,1,Occasional Buyers
12535,92,2,716.35,2,2,3,7,Others,1,Occasional Buyers
12536,59,1,4279.71,3,1,5,9,Loyal Customers,2,Loyal Regulars
12538,29,1,363.95,4,1,2,7,New / Promising,3,Steady Mid-Tier
12539,22,4,5568.35,4,4,5,13,Champions,2,Loyal Regulars
12540,20,17,11580.24,4,5,5,14,Champions,0,VIP / Best
12541,30,3,841.18,4,3,3,10,Loyal Customers,2,Loyal Regulars
12544,36,1,316.7,3,1,2,6,Potential Loyalists,3,Steady Mid-Tier
12545,75,2,832.39,2,2,3,7,Others,2,Loyal Regulars
12546,47,2,1021.5,3,2,4,9,Loyal Customers,2,Loyal Regulars
12547,198,2,151.79999999999998,1,2,1,4,Hibernating / Lost,1,Occasional Buyers
12548,166,1,67.19999999999999,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
12550,79,1,824.83,2,1,3,6,Hibernating / Lost,1,Occasional Buyers
12551,358,1,168.0,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12552,40,1,317.82,3,1,2,6,Potential Loyalists,3,Steady Mid-Tier
12553,8,10,3278.28,5,5,5,15,Champions,0,VIP / Best
12556,50,2,599.56,3,2,3,8,Others,3,Steady Mid-Tier
12557,16,5,11990.960000000001,4,4,5,13,Champions,0,VIP / Best
12558,8,1,269.96,5,1,2,8,New / Promising,3,Steady Mid-Tier
12559,311,2,525.71,1,2,3,6,Others,1,Occasional Buyers
12560,5,2,1918.01,5,2,4,11,Loyal Customers,3,Steady Mid-Tier
12561,303,1,238.85,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12562,8,7,3385.7400000000002,5,5,5,15,Champions,0,VIP / Best
12564,261,1,402.9,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12565,289,1,145.92,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12566,86,1,297.65,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
12567,23,10,8609.28,4,5,5,14,Champions,0,VIP / Best
12569,2,32,3152.69,5,5,5,15,Champions,0,VIP / Best
12571,40,2,519.61,3,2,3,8,Others,3,Steady Mid-Tier
12572,9,2,912.42,5,2,3,10,Others,3,Steady Mid-Tier
12573,227,1,160.54000000000002,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12574,316,1,182.45000000000002,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12576,36,5,1315.83,3,4,4,11,Loyal Customers,2,Loyal Regulars
12577,35,3,622.65,3,3,3,9,Loyal Customers,2,Loyal Regulars
12578,21,2,2402.51,4,2,5,11,Loyal Customers,2,Loyal Regulars
12579,78,1,386.42,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
12580,247,1,379.7,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12581,40,1,179.71,3,1,1,5,Potential Loyalists,1,Occasional Buyers
12582,239,2,351.36,1,2,2,5,Hibernating / Lost,1,Occasional Buyers
12583,3,15,6705.38,5,5,5,15,Champions,0,VIP / Best
12584,4,9,2254.15,5,5,5,15,Champions,0,VIP / Best
12585,234,2,1824.1,1,2,4,7,Needs Attention,2,Loyal Regulars
12586,17,1,196.94000000000003,4,1,1,6,New / Promising,3,Steady Mid-Tier
12587,8,1,104.0,5,1,1,7,New / Promising,3,Steady Mid-Tier
12588,39,1,174.89999999999998,3,1,1,5,Potential Loyalists,1,Occasional Buyers
12589,29,2,574.68,4,2,3,9,Others,3,Steady Mid-Tier
12590,211,1,9341.26,1,1,5,7,Needs Attention,2,Loyal Regulars
12591,317,1,368.85,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12592,92,2,401.6,2,2,2,6,Hibernating / Lost,1,Occasional Buyers
12593,109,3,382.09999999999997,2,3,2,7,Others,1,Occasional Buyers
12594,38,9,3208.2200000000003,3,5,5,13,Loyal Customers,0,VIP / Best
12596,51,2,450.27,3,2,2,7,Potential Loyalists,3,Steady Mid-Tier
12597,19,4,3195.22,4,4,5,13,Champions,2,Loyal Regulars
12598,10,7,2807.08,5,5,5,15,Champions,0,VIP / Best
12599,29,7,888.58,4,5,3,12,Champions,2,Loyal Regulars
12600,29,10,2311.04,4,5,5,14,Champions,0,VIP / Best
12601,190,5,487.06,1,4,3,8,Others,2,Loyal Regulars
12602,59,1,153.12,3,1,1,5,Potential Loyalists,1,Occasional Buyers
12603,22,1,613.1999999999999,4,1,3,8,New / Promising,3,Steady Mid-Tier
12604,79,2,236.18,2,2,1,5,Hibernating / Lost,1,Occasional Buyers
12607,60,1,1579.51,3,1,4,8,Others,2,Loyal Regulars
12609,78,3,964.85,2,3,4,9,Others,2,Loyal Regulars
12610,23,4,1747.54,4,4,4,12,Champions,2,Loyal Regulars
12611,52,1,1193.32,3,1,4,8,Others,2,Loyal Regulars
12612,74,1,668.0400000000001,2,1,3,6,Hibernating / Lost,1,Occasional Buyers
12613,57,4,3092.38,3,4,5,12,Loyal Customers,2,Loyal Regulars
12614,278,1,315.6,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12615,2,4,2093.19,5,4,5,14,Champions,0,VIP / Best
12616,95,2,641.3,2,2,3,7,Others,1,Occasional Buyers
12617,29,1,352.98,4,1,2,7,New / Promising,3,Steady Mid-Tier
12618,22,1,137.31,4,1,1,6,New / Promising,3,Steady Mid-Tier
12619,16,8,2945.56,4,5,5,14,Champions,0,VIP / Best
12620,15,3,1303.41,4,3,4,11,Loyal Customers,2,Loyal Regulars
12621,2,20,12411.67,5,5,5,15,Champions,0,VIP / Best
12622,232,1,162.1,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12623,276,1,269.1,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12624,106,2,569.13,2,2,3,7,Others,1,Occasional Buyers
12625,212,2,2413.82,1,2,5,8,Others,2,Loyal Regulars
12626,23,9,5954.48,4,5,5,14,Champions,0,VIP / Best
12627,11,6,4082.53,5,5,5,15,Champions,0,VIP / Best
12628,4,3,732.46,5,3,3,11,Loyal Customers,3,Steady Mid-Tier
12630,10,2,1030.88,5,2,4,11,Loyal Customers,3,Steady Mid-Tier
12631,57,1,480.5,3,1,2,6,Potential Loyalists,1,Occasional Buyers
12633,59,4,1929.98,3,4,4,11,Loyal Customers,2,Loyal Regulars
12635,90,2,1509.18,2,2,4,8,Needs Attention,2,Loyal Regulars
12637,67,8,5804.9,3,5,5,13,Loyal Customers,2,Loyal Regulars
12638,33,1,511.69,4,1,3,8,New / Promising,3,Steady Mid-Tier
12639,239,1,366.1,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12640,24,3,994.58,4,3,4,11,Loyal Customers,2,Loyal Regulars
12641,115,1,145.9,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
12642,25,3,905.26,4,3,3,10,Loyal Customers,2,Loyal Regulars
12643,128,6,3041.64,2,5,5,12,At Risk (high value),2,Loyal Regulars
12644,130,1,477.91,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
12645,34,4,1631.18,3,4,4,11,Loyal Customers,2,Loyal Regulars
12646,5,2,1346.97,5,2,4,11,Loyal Customers,3,Steady Mid-Tier
12647,22,12,3146.82,4,5,5,14,Champions,0,VIP / Best
12648,155,1,300.05,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
12649,107,3,569.51,2,3,3,8,Needs Attention,2,Loyal Regulars
12650,3,1,242.44000000000003,5,1,1,7,New / Promising,3,Steady Mid-Tier
12651,335,1,114.0,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12652,331,1,793.98,1,1,3,5,Hibernating / Lost,1,Occasional Buyers
12653,149,2,2209.85,2,2,5,9,Others,2,Loyal Regulars
12654,11,5,529.98,5,4,3,12,Loyal Customers,3,Steady Mid-Tier
12656,17,5,3619.17,4,4,5,13,Champions,2,Loyal Regulars
12657,11,4,1427.18,5,4,4,13,Champions,2,Loyal Regulars
12658,19,1,632.05,4,1,3,8,New / Promising,3,Steady Mid-Tier
12659,30,1,73.68,4,1,1,6,New / Promising,1,Occasional Buyers
12660,11,1,227.1,5,1,1,7,New / Promising,3,Steady Mid-Tier
12662,1,11,3543.78,5,5,5,15,Champions,0,VIP / Best
12664,8,9,4391.88,5,5,5,15,Champions,0,VIP / Best
12665,325,1,45.0,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12667,58,1,460.13,3,1,2,6,Potential Loyalists,1,Occasional Buyers
12668,12,4,3177.15,5,4,5,14,Champions,2,Loyal Regulars
12669,151,2,1427.73,2,2,4,8,Needs Attention,2,Loyal Regulars
12670,10,5,2744.05,5,4,5,14,Champions,0,VIP / Best
12672,330,1,225.89999999999998,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12673,5,2,574.52,5,2,3,10,Others,3,Steady Mid-Tier
12674,39,4,1844.6,3,4,4,11,Loyal Customers,2,Loyal Regulars
12676,25,6,1091.39,4,5,4,13,Champions,2,Loyal Regulars
12678,42,9,16331.46,3,5,5,13,Loyal Customers,0,VIP / Best
12679,59,4,951.02,3,4,4,11,Loyal Customers,2,Loyal Regulars
12680,1,4,790.81,5,4,3,12,Loyal Customers,3,Steady Mid-Tier
12681,15,22,12365.54,4,5,5,14,Champions,0,VIP / Best
12682,4,31,11019.82,5,5,5,15,Champions,0,VIP / Best
12683,4,14,7612.57,5,5,5,15,Champions,0,VIP / Best
12684,8,6,2073.63,5,5,5,15,Champions,0,VIP / Best
12685,28,6,2575.08,4,5,5,14,Champions,2,Loyal Regulars
12686,372,1,71.14,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12688,114,1,4873.8099999999995,2,1,5,8,Needs Attention,2,Loyal Regulars
12689,26,2,1139.61,4,2,4,10,Loyal Customers,2,Loyal Regulars
12690,206,1,335.01,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12691,28,5,927.8,4,4,4,12,Champions,2,Loyal Regulars
12693,127,4,711.91,2,4,3,9,Others,2,Loyal Regulars
12694,70,2,761.67,3,2,3,8,Others,2,Loyal Regulars
12695,7,4,582.1,5,4,3,12,Loyal Customers,3,Steady Mid-Tier
12697,29,3,757.59,4,3,3,10,Loyal Customers,2,Loyal Regulars
12700,8,4,4525.99,5,4,5,14,Champions,0,VIP / Best
12701,80,2,725.71,2,2,3,7,Others,2,Loyal Regulars
12702,20,1,201.0,4,1,1,6,New / Promising,3,Steady Mid-Tier
12703,71,1,265.55,3,1,2,6,Potential Loyalists,1,Occasional Buyers
12704,7,8,1740.84,5,5,4,14,Champions,0,VIP / Best
12705,15,8,6382.29,4,5,5,14,Champions,0,VIP / Best
12707,292,1,603.42,1,1,3,5,Hibernating / Lost,1,Occasional Buyers
12708,30,10,2442.91,4,5,5,14,Champions,0,VIP / Best
12709,15,15,9400.52,4,5,5,14,Champions,0,VIP / Best
12710,97,3,1023.02,2,3,4,9,Others,2,Loyal Regulars
12712,29,13,3928.13,4,5,5,14,Champions,0,VIP / Best
12713,1,1,794.55,5,1,3,9,New / Promising,3,Steady Mid-Tier
12714,9,5,4294.86,5,4,5,14,Champions,0,VIP / Best
12715,106,1,263.36,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
12716,4,2,963.49,5,2,4,11,Loyal Customers,3,Steady Mid-Tier
12717,151,2,830.98,2,2,3,7,Others,1,Occasional Buyers
12718,71,1,202.25,3,1,1,5,Potential Loyalists,1,Occasional Buyers
12719,5,2,572.95,5,2,3,10,Others,3,Steady Mid-Tier
12720,3,25,5115.7300000000005,5,5,5,15,Champions,0,VIP / Best
12721,32,6,2386.13,4,5,5,14,Champions,2,Loyal Regulars
12722,85,4,979.63,2,4,4,10,At Risk (high value),2,Loyal Regulars
12723,4,5,707.07,5,4,3,12,Loyal Customers,3,Steady Mid-Tier
12724,5,4,923.41,5,4,4,13,Champions,3,Steady Mid-Tier
12725,371,1,371.8,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12726,28,7,2411.1,4,5,5,14,Champions,2,Loyal Regulars
12727,11,7,3440.7,5,5,5,15,Champions,0,VIP / Best
12728,71,4,728.33,3,4,3,10,Loyal Customers,2,Loyal Regulars
12729,114,1,417.01,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
12731,24,12,18751.91,4,5,5,14,Champions,0,VIP / Best
12732,180,1,218.26000000000002,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12733,234,1,383.95,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12734,353,1,110.39999999999999,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12735,315,2,689.5699999999999,1,2,3,6,Others,1,Occasional Buyers
12736,333,1,144.0,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12738,372,1,137.35,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12739,99,1,975.54,2,1,4,7,Others,1,Occasional Buyers
12740,64,1,427.6,3,1,2,6,Potential Loyalists,1,Occasional Buyers
12743,134,2,540.13,2,2,3,7,Others,1,Occasional Buyers
12744,56,4,9120.39,3,4,5,12,Loyal Customers,2,Loyal Regulars
12747,2,11,4196.01,5,5,5,15,Champions,0,VIP / Best
12748,1,206,31650.78,5,5,5,15,Champions,0,VIP / Best
12749,4,5,4040.88,5,4,5,14,Champions,0,VIP / Best
12750,129,1,275.88,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
12752,81,1,4366.78,2,1,5,8,Needs Attention,2,Loyal Regulars
12753,23,6,21429.39,4,5,5,14,Champions,0,VIP / Best
12754,236,3,3010.74,1,3,5,9,At Risk (high value),2,Loyal Regulars
12755,281,2,3811.95,1,2,5,8,Others,2,Loyal Regulars
12756,87,1,112.07999999999998,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
12757,16,9,4176.75,4,5,5,14,Champions,0,VIP / Best
12758,117,2,2791.59,2,2,5,9,Others,2,Loyal Regulars
12759,52,3,1411.44,3,3,4,10,Loyal Customers,2,Loyal Regulars
12762,8,2,1702.52,5,2,4,11,Loyal Customers,3,Steady Mid-Tier
12763,138,2,494.08,2,2,3,7,Others,1,Occasional Buyers
12764,317,1,1693.88,1,1,4,6,Others,1,Occasional Buyers
12766,4,7,6457.63,5,5,5,15,Champions,0,VIP / Best
12769,239,1,1143.6,1,1,4,6,Others,1,Occasional Buyers
12770,211,1,1351.45,1,1,4,6,Others,1,Occasional Buyers
12772,60,1,752.47,3,1,3,7,Potential Loyalists,1,Occasional Buyers
12775,17,5,1281.04,4,4,4,12,Champions,2,Loyal Regulars
12778,20,6,693.23,4,5,3,12,Champions,2,Loyal Regulars
12779,38,8,3981.36,3,5,5,13,Loyal Customers,0,VIP / Best
12781,64,2,786.74,3,2,3,8,Others,2,Loyal Regulars
12782,5,5,1938.92,5,4,4,13,Champions,0,VIP / Best
12783,2,4,1295.87,5,4,4,13,Champions,3,Steady Mid-Tier
12784,15,1,476.82,4,1,2,7,New / Promising,3,Steady Mid-Tier
12785,364,1,255.95,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12787,10,3,418.66,5,3,2,10,Others,3,Steady Mid-Tier
12789,65,1,76.85,3,1,1,5,Potential Loyalists,1,Occasional Buyers
12790,192,1,294.92,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12791,374,1,177.60000000000002,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12792,257,1,344.53999999999996,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12793,335,2,461.48,1,2,2,5,Hibernating / Lost,1,Occasional Buyers
12794,53,2,860.41,3,2,3,8,Others,2,Loyal Regulars
12795,19,1,318.48,4,1,2,7,New / Promising,3,Steady Mid-Tier
12797,366,1,226.03,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
12798,10,3,6977.04,5,3,5,13,Champions,0,VIP / Best
12802,187,1,397.58,1,1,2,4,Hibernating / Lost,1,Occasional Buyers
12808,37,3,455.65000000000003,3,3,2,8,Others,3,Steady Mid-Tier
12809,178,1,405.31,2,1,2,5,Hibernating / Lost,1,Occasional Buyers
12811,262,2,458.85,1,2,2,5,Hibernating / Lost,1,Occasional Buyers
12812,45,1,229.64000000000001,3,1,1,5,Potential Loyalists,1,Occasional Buyers
12814,102,1,85.92,2,1,1,4,Hibernating / Lost,1,Occasional Buyers
12815,148,2,863.46,2,2,3,7,Others,1,Occasional Buyers
12816,96,2,452.20000000000005,2,2,2,6,Hibernating / Lost,1,Occasional Buyers
12817,281,1,126.03999999999999,1,1,1,3,Hibernating / Lost,1,Occasional Buyers
